,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
484,484,407,Roserade,Roserade,ロズレイド ,4,0,0,0,Bouquet Pokémon,2,Grass,Poison,0.9,14.5,3,Natural Cure,Poison Point,Technician,515.0,60.0,70.0,65.0,125.0,105.0,90.0,75.0,70.0,232.0,Medium Slow,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
485,485,408,Cranidos,Koknodon,ズガイドス ,4,0,0,0,Head Butt Pokémon,1,Rock,,0.9,31.5,2,Mold Breaker,,Sheer Force,350.0,67.0,125.0,40.0,30.0,30.0,58.0,45.0,70.0,70.0,Erratic,1,Monster,,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
486,486,409,Rampardos,Rameidon,ラムパルド ,4,0,0,0,Head Butt Pokémon,1,Rock,,1.6,102.5,2,Mold Breaker,,Sheer Force,495.0,97.0,165.0,60.0,65.0,50.0,58.0,45.0,70.0,173.0,Erratic,1,Monster,,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
487,487,410,Shieldon,Schilterus,タテトプス ,4,0,0,0,Shield Pokémon,2,Rock,Steel,0.5,57.0,2,Sturdy,,Soundproof,350.0,30.0,42.0,118.0,42.0,88.0,30.0,45.0,70.0,70.0,Erratic,1,Monster,,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
488,488,411,Bastiodon,Bollterus,トリデプス ,4,0,0,0,Shield Pokémon,2,Rock,Steel,1.3,149.5,2,Sturdy,,Soundproof,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,70.0,173.0,Erratic,1,Monster,,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
489,489,412,Burmy,Burmy,ミノムッチ ,4,0,0,0,Bagworm Pokémon,1,Bug,,0.2,3.4,2,Shed Skin,,Overcoat,224.0,40.0,29.0,45.0,29.0,45.0,36.0,120.0,70.0,45.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
490,490,413,Wormadam Plant Cloak,Burmadame,ミノマダム ,4,0,0,0,Bagworm Pokémon,2,Bug,Grass,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,59.0,85.0,79.0,105.0,36.0,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
491,491,413,Wormadam Sandy Cloak,Burmadame,ミノマダム ,4,0,0,0,Bagworm Pokémon,2,Bug,Ground,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,79.0,105.0,59.0,85.0,36.0,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,492,413,Wormadam Trash Cloak,Burmadame,ミノマダム ,4,0,0,0,Bagworm Pokémon,2,Bug,Steel,0.5,6.5,2,Anticipation,,Overcoat,424.0,60.0,69.0,95.0,69.0,95.0,36.0,45.0,70.0,148.0,Medium Fast,1,Bug,,0.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
493,493,414,Mothim,Moterpel,ガーメイル ,4,0,0,0,Moth Pokémon,2,Bug,Flying,0.9,23.3,2,Swarm,,Tinted Lens,424.0,70.0,94.0,50.0,94.0,50.0,66.0,45.0,70.0,148.0,Medium Fast,1,Bug,,100.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
494,494,415,Combee,Wadribie,ミツハニー ,4,0,0,0,Tiny Bee Pokémon,2,Bug,Flying,0.3,5.5,2,Honey Gather,,Hustle,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,70.0,49.0,Medium Slow,1,Bug,,87.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
495,495,416,Vespiquen,Honweisel,ビークイン ,4,0,0,0,Beehive Pokémon,2,Bug,Flying,1.2,38.5,2,Pressure,,Unnerve,474.0,70.0,80.0,102.0,80.0,102.0,40.0,45.0,70.0,166.0,Medium Slow,1,Bug,,0.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
496,496,417,Pachirisu,Pachirisu,パチリス ,4,0,0,0,EleSquirrel Pokémon,1,Electric,,0.4,3.9,3,Run Away,Pickup,Volt Absorb,405.0,60.0,45.0,70.0,45.0,90.0,95.0,200.0,100.0,142.0,Medium Fast,2,Fairy,Field,50.0,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
497,497,418,Buizel,Bamelin,ブイゼル ,4,0,0,0,Sea Weasel Pokémon,1,Water,,0.7,29.5,2,Swift Swim,,Water Veil,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,70.0,66.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
498,498,419,Floatzel,Bojelin,フローゼル ,4,0,0,0,Sea Weasel Pokémon,1,Water,,1.1,33.5,2,Swift Swim,,Water Veil,495.0,85.0,105.0,55.0,85.0,50.0,115.0,75.0,70.0,173.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
499,499,420,Cherubi,Kikugi,チェリンボ ,4,0,0,0,Cherry Pokémon,1,Grass,,0.4,3.3,1,Chlorophyll,,,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,70.0,55.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
500,500,421,Cherrim,Kinoso,チェリム ,4,0,0,0,Blossom Pokémon,1,Grass,,0.5,9.3,1,Flower Gift,,,450.0,70.0,60.0,70.0,87.0,78.0,85.0,75.0,70.0,158.0,Medium Fast,2,Fairy,Grass,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
501,501,422,Shellos,Schalellos,カラナクシ ,4,0,0,0,Sea Slug Pokémon,1,Water,,0.3,6.3,3,Sticky Hold,Storm Drain,Sand Force,325.0,76.0,48.0,48.0,57.0,62.0,34.0,190.0,70.0,65.0,Medium Fast,2,Amorphous,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,502,423,Gastrodon,Gastrodon,トリトドン ,4,0,0,0,Sea Slug Pokémon,2,Water,Ground,0.9,29.9,3,Sticky Hold,Storm Drain,Sand Force,475.0,111.0,83.0,68.0,92.0,82.0,39.0,75.0,70.0,166.0,Medium Fast,2,Amorphous,Water 1,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
503,503,424,Ambipom,Ambidiffel,エテボース ,4,0,0,0,Long Tail Pokémon,1,Normal,,1.2,20.3,3,Technician,Pickup,Skill Link,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,100.0,169.0,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
504,504,425,Drifloon,Driftlon,フワンテ ,4,0,0,0,Balloon Pokémon,2,Ghost,Flying,0.4,1.2,3,Aftermath,Unburden,Flare Boost,348.0,90.0,50.0,34.0,60.0,44.0,70.0,125.0,70.0,70.0,Fluctuating,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
505,505,426,Drifblim,Drifzepeli,フワライド ,4,0,0,0,Blimp Pokémon,2,Ghost,Flying,1.2,15.0,3,Aftermath,Unburden,Flare Boost,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,70.0,174.0,Fluctuating,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
506,506,427,Buneary,Haspiror,ミミロル ,4,0,0,0,Rabbit Pokémon,1,Normal,,0.4,5.5,3,Run Away,Klutz,Limber,350.0,55.0,66.0,44.0,44.0,56.0,85.0,190.0,0.0,70.0,Medium Fast,2,Field,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,507,428,Lopunny,Schlapor,ミミロップ ,4,0,0,0,Rabbit Pokémon,1,Normal,,1.2,33.3,3,Cute Charm,Klutz,Limber,480.0,65.0,76.0,84.0,54.0,96.0,105.0,60.0,140.0,168.0,Medium Fast,2,Field,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
508,508,428,Mega Lopunny,Schlapor,ミミロップ ,4,0,0,0,Rabbit Pokémon,2,Normal,Fighting,1.3,28.3,1,Scrappy,,,580.0,65.0,136.0,94.0,54.0,96.0,135.0,60.0,140.0,203.0,Medium Fast,2,Field,Human-Like,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
509,509,429,Mismagius,Traunmagil,ムウマージ ,4,0,0,0,Magical Pokémon,1,Ghost,,0.9,4.4,1,Levitate,,,495.0,60.0,60.0,60.0,105.0,105.0,105.0,45.0,35.0,173.0,Fast,1,Amorphous,,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
510,510,430,Honchkrow,Kramshef,ドンカラス ,4,0,0,0,Big Boss Pokémon,2,Dark,Flying,0.9,27.3,3,Insomnia,Super Luck,Moxie,505.0,100.0,125.0,52.0,105.0,52.0,71.0,30.0,35.0,177.0,Medium Slow,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
511,511,431,Glameow,Charmian,ニャルマー ,4,0,0,0,Catty Pokémon,1,Normal,,0.5,3.9,3,Limber,Own Tempo,Keen Eye,310.0,49.0,55.0,42.0,42.0,37.0,85.0,190.0,70.0,62.0,Fast,1,Field,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
512,512,432,Purugly,Shnurgarst,ブニャット ,4,0,0,0,Tiger Cat Pokémon,1,Normal,,1.0,43.8,3,Thick Fat,Own Tempo,Defiant,452.0,71.0,82.0,64.0,64.0,59.0,112.0,75.0,70.0,158.0,Fast,1,Field,,25.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,513,433,Chingling,Klingplim,リーシャン ,4,0,0,0,Bell Pokémon,1,Psychic,,0.2,0.6,1,Levitate,,,285.0,45.0,30.0,50.0,65.0,50.0,45.0,120.0,70.0,57.0,Fast,1,Undiscovered,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
514,514,434,Stunky,Skunkapuh,スカンプー ,4,0,0,0,Skunk Pokémon,2,Poison,Dark,0.4,19.2,3,Stench,Aftermath,Keen Eye,329.0,63.0,63.0,47.0,41.0,41.0,74.0,225.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
515,515,435,Skuntank,Skuntank,スカタンク ,4,0,0,0,Skunk Pokémon,2,Poison,Dark,1.0,38.0,3,Stench,Aftermath,Keen Eye,479.0,103.0,93.0,67.0,71.0,61.0,84.0,60.0,70.0,168.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
516,516,436,Bronzor,Bronzel,ドーミラー ,4,0,0,0,Bronze Pokémon,2,Steel,Psychic,0.5,60.5,3,Levitate,Heatproof,Heavy Metal,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,70.0,60.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
517,517,437,Bronzong,Bronzong,ドータクン ,4,0,0,0,Bronze Bell Pokémon,2,Steel,Psychic,1.3,187.0,3,Levitate,Heatproof,Heavy Metal,500.0,67.0,89.0,116.0,79.0,116.0,33.0,90.0,70.0,175.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
518,518,438,Bonsly,Mobai,ウソハチ ,4,0,0,0,Bonsai Pokémon,1,Rock,,0.5,15.0,3,Sturdy,Rock Head,Rattled,290.0,50.0,80.0,95.0,10.0,45.0,10.0,255.0,70.0,58.0,Medium Fast,1,Undiscovered,,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
519,519,439,Mime Jr.,Pantimimi,マネネ ,4,0,0,0,Mime Pokémon,2,Psychic,Fairy,0.6,13.0,3,Soundproof,Filter,Technician,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,70.0,62.0,Medium Fast,1,Undiscovered,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
520,520,440,Happiny,Wonneira,ピンプク ,4,0,0,0,Playhouse Pokémon,1,Normal,,0.6,24.4,3,Natural Cure,Serene Grace,Friend Guard,220.0,100.0,5.0,5.0,15.0,65.0,30.0,130.0,140.0,110.0,Fast,1,Undiscovered,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
521,521,441,Chatot,Plaudagei,ペラップ ,4,0,0,0,Music Note Pokémon,2,Normal,Flying,0.5,1.9,3,Keen Eye,Tangled Feet,Big Pecks,411.0,76.0,65.0,45.0,92.0,42.0,91.0,30.0,35.0,144.0,Medium Slow,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,522,442,Spiritomb,Kryppuk,ミカルゲ ,4,0,0,0,Forbidden Pokémon,2,Ghost,Dark,1.0,108.0,2,Pressure,,Infiltrator,485.0,50.0,92.0,108.0,92.0,108.0,35.0,100.0,70.0,170.0,Medium Fast,1,Amorphous,,50.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
523,523,443,Gible,Kaumalat,フカマル ,4,0,0,0,Land Shark Pokémon,2,Dragon,Ground,0.7,20.5,2,Sand Veil,,Rough Skin,300.0,58.0,70.0,45.0,40.0,45.0,42.0,45.0,70.0,60.0,Slow,2,Dragon,Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
524,524,444,Gabite,Knarksel,ガバイト ,4,0,0,0,Cave Pokémon,2,Dragon,Ground,1.4,56.0,2,Sand Veil,,Rough Skin,410.0,68.0,90.0,65.0,50.0,55.0,82.0,45.0,70.0,144.0,Slow,2,Dragon,Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
525,525,445,Garchomp,Knakrack,ガブリアス ,4,0,0,0,Mach Pokémon,2,Dragon,Ground,1.9,95.0,2,Sand Veil,,Rough Skin,600.0,108.0,130.0,95.0,80.0,85.0,102.0,45.0,70.0,270.0,Slow,2,Dragon,Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
526,526,445,Mega Garchomp,Knakrack,ガブリアス ,4,0,0,0,Mach Pokémon,2,Dragon,Ground,1.9,95.0,1,Sand Force,,,700.0,108.0,170.0,115.0,120.0,95.0,92.0,45.0,70.0,315.0,Slow,2,Dragon,Monster,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
527,527,446,Munchlax,Mampfaxo,ゴンベ ,4,0,0,0,Big Eater Pokémon,1,Normal,,0.6,105.0,3,Pickup,Thick Fat,Gluttony,390.0,135.0,85.0,40.0,40.0,85.0,5.0,50.0,70.0,78.0,Slow,1,Undiscovered,,87.5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
528,528,447,Riolu,Riolu,リオル ,4,0,0,0,Emanation Pokémon,1,Fighting,,0.7,20.2,3,Steadfast,Inner Focus,Prankster,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,70.0,57.0,Medium Slow,1,Undiscovered,,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
529,529,448,Lucario,Lucario,ルカリオ ,4,0,0,0,Aura Pokémon,2,Fighting,Steel,1.2,54.0,3,Steadfast,Inner Focus,Justified,525.0,70.0,110.0,70.0,115.0,70.0,90.0,45.0,70.0,184.0,Medium Slow,2,Field,Human-Like,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
530,530,448,Mega Lucario,Lucario,ルカリオ ,4,0,0,0,Aura Pokémon,2,Fighting,Steel,1.3,57.5,1,Adaptability,,,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,70.0,219.0,Medium Slow,2,Field,Human-Like,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
531,531,449,Hippopotas,Hippopotas,ヒポポタス ,4,0,0,0,Hippo Pokémon,1,Ground,,0.8,49.5,2,Sand Stream,,Sand Force,330.0,68.0,72.0,78.0,38.0,42.0,32.0,140.0,70.0,66.0,Slow,1,Field,,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
532,532,450,Hippowdon,Hippoterus,カバルドン ,4,0,0,0,Heavyweight Pokémon,1,Ground,,2.0,300.0,2,Sand Stream,,Sand Force,525.0,108.0,112.0,118.0,68.0,72.0,47.0,60.0,70.0,184.0,Slow,1,Field,,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
533,533,451,Skorupi,Pionskora,スコルピ ,4,0,0,0,Scorpion Pokémon,2,Poison,Bug,0.8,12.0,3,Battle Armor,Sniper,Keen Eye,330.0,40.0,50.0,90.0,30.0,55.0,65.0,120.0,70.0,66.0,Slow,2,Bug,Water 3,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
534,534,452,Drapion,Piondragi,ドラピオン ,4,0,0,0,Ogre Scorp Pokémon,2,Poison,Dark,1.3,61.5,3,Battle Armor,Sniper,Keen Eye,500.0,70.0,90.0,110.0,60.0,75.0,95.0,45.0,70.0,175.0,Slow,2,Bug,Water 3,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
535,535,453,Croagunk,Glibunkel,グレッグル ,4,0,0,0,Toxic Mouth Pokémon,2,Poison,Fighting,0.7,23.0,3,Anticipation,Dry Skin,Poison Touch,300.0,48.0,61.0,40.0,61.0,40.0,50.0,140.0,100.0,60.0,Medium Fast,1,Human-Like,,50.0,10.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
536,536,454,Toxicroak,Toxiquak,ドクロッグ ,4,0,0,0,Toxic Mouth Pokémon,2,Poison,Fighting,1.3,44.4,3,Anticipation,Dry Skin,Poison Touch,490.0,83.0,106.0,65.0,86.0,65.0,85.0,75.0,70.0,172.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
537,537,455,Carnivine,Venuflibis,マスキッパ ,4,0,0,0,Bug Catcher Pokémon,1,Grass,,1.4,27.0,1,Levitate,,,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,70.0,159.0,Slow,1,Grass,,50.0,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
538,538,456,Finneon,Finneon,ケイコウオ ,4,0,0,0,Wing Fish Pokémon,1,Water,,0.4,7.0,3,Swift Swim,Storm Drain,Water Veil,330.0,49.0,49.0,56.0,49.0,61.0,66.0,190.0,70.0,66.0,Erratic,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
539,539,457,Lumineon,Lumineon,ネオラント ,4,0,0,0,Neon Pokémon,1,Water,,1.2,24.0,3,Swift Swim,Storm Drain,Water Veil,460.0,69.0,69.0,76.0,69.0,86.0,91.0,75.0,70.0,161.0,Erratic,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
540,540,458,Mantyke,Mantirps,タマンタ ,4,0,0,0,Kite Pokémon,2,Water,Flying,1.0,65.0,3,Swift Swim,Water Absorb,Water Veil,345.0,45.0,20.0,50.0,60.0,120.0,50.0,25.0,70.0,69.0,Slow,1,Undiscovered,,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
541,541,459,Snover,Shnebedeck,ユキカブリ ,4,0,0,0,Frost Tree Pokémon,2,Grass,Ice,1.0,50.5,2,Snow Warning,,Soundproof,334.0,60.0,62.0,50.0,62.0,60.0,40.0,120.0,70.0,67.0,Slow,2,Grass,Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
542,542,460,Abomasnow,Rexblisar,ユキノオー ,4,0,0,0,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,70.0,173.0,Slow,2,Grass,Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
543,543,460,Mega Abomasnow,Rexblisar,ユキノオー ,4,0,0,0,Frost Tree Pokémon,2,Grass,Ice,2.7,185.0,1,Snow Warning,,,594.0,90.0,132.0,105.0,132.0,105.0,30.0,60.0,70.0,208.0,Slow,2,Grass,Monster,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
544,544,461,Weavile,Snibunna,マニューラ ,4,0,0,0,Sharp Claw Pokémon,2,Dark,Ice,1.1,34.0,2,Pressure,,Pickpocket,510.0,70.0,120.0,65.0,45.0,85.0,125.0,45.0,35.0,179.0,Medium Slow,1,Field,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
545,545,462,Magnezone,Magnezone,ジバコイル ,4,0,0,0,Magnet Area Pokémon,2,Electric,Steel,1.2,180.0,3,Magnet Pull,Sturdy,Analytic,535.0,70.0,70.0,115.0,130.0,90.0,60.0,30.0,70.0,241.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
546,546,463,Lickilicky,Schlurplek,ベロベルト ,4,0,0,0,Licking Pokémon,1,Normal,,1.7,140.0,3,Own Tempo,Oblivious,Cloud Nine,515.0,110.0,85.0,95.0,80.0,95.0,50.0,30.0,70.0,180.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
547,547,464,Rhyperior,Rihornior,ドサイドン ,4,0,0,0,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535.0,115.0,140.0,130.0,55.0,55.0,40.0,30.0,70.0,241.0,Slow,2,Field,Monster,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
